session_swing,max_rfx,min_rfx,max_rfy,min_rfy,max_rfz,min_rfz,max_lfx,min_lfx,max_lfy,min_lfy,max_lfz,min_lfz,range_rfx,range_rfy,range_rfz,range_lfx,range_lfy,range_lfz
279_5,354.1836,-220.0527,207.4181,-78.6912,1151.3408,77.1833,232.3766,-997.7117,328.1215,-404.1594,2423.3772,-5.944,574.2363,286.1093,1074.1575,1230.0883,732.2809,2429.3212
279_6,366.2096,-203.3934,207.6929,-141.9394,1162.6583,160.4077,159.1638,-866.2905,261.8527,-362.7383,2047.3735,-2.1155,569.6030000000001,349.6323,1002.2506000000001,1025.4542999999999,624.591,2049.489
279_7,340.3336,-190.0918,254.2876,-166.1448,1151.2462,79.4906,160.0126,-940.8557,289.6749,-462.5643,2170.6009,-2.3127,530.4254,420.43240000000003,1071.7556,1100.8682999999999,752.2392,2172.9136
279_8,321.3101,-201.7639,219.5055,-107.0226,1145.9221,166.3069,225.8479,-954.5829,327.7672,-457.3071,2427.5285,-3.8381,523.074,326.5281,979.6152,1180.4308,785.0743,2431.3666
282_1,266.4538,-118.5453,253.2528,-101.4783,757.387,89.8668,185.5574,-752.7808,186.495,-405.9235,1647.0237,-0.0759,384.9991,354.7311,667.5201999999999,938.3382,592.4185,1647.0996
282_2,334.8562,-105.1259,291.7547,-106.7509,828.9473,163.3038,188.5254,-762.3321,174.6683,-397.8308,1607.0999,-0.9126,439.9821,398.5056,665.6435,950.8575,572.4991,1608.0125
282_3,273.7276,-132.243,234.9276,-126.0698,761.8807,42.721,193.9418,-772.8603,139.105,-340.8085,1723.5314,-0.6897,405.9706,360.9974,719.1597,966.8021000000001,479.9135,1724.2211
282_4,264.5438,33.3508,175.4417,-12.7638,788.6972,263.2273,195.1768,-791.4318,163.9511,-389.2614,1646.8621,-0.6779,231.19299999999998,188.2055,525.4698999999999,986.6085999999999,553.2125,1647.54
282_5,264.3948,-119.3732,207.1054,-161.5433,807.6689,120.4712,142.3771,-828.7905,279.1347,-409.0113,1503.031,-3.7614,383.768,368.64869999999996,687.1977,971.1676,688.146,1506.7924
282_6,276.7443,-107.5609,247.606,-119.9587,809.6936,150.1487,180.1881,-740.9841,251.4725,-364.6687,1550.82,0.5481,384.3052,367.5647,659.5449,921.1722,616.1412,1550.2719
282_7,293.344,-157.8853,222.3584,-145.9656,789.1602,60.3004,178.3302,-782.4031,196.6294,-304.3891,1670.4938,-5.7442,451.22929999999997,368.32399999999996,728.8598000000001,960.7333,501.0185,1676.238
282_8,260.6593,-105.0564,261.6588,-114.7739,771.2617,127.7797,130.5939,-828.0081,180.0021,-382.7894,1531.9162,-9.5141,365.71569999999997,376.43269999999995,643.482,958.602,562.7915,1541.4303
283_1,159.8037,-180.9702,199.6108,-137.4673,962.7899,-29.6093,49.8199,-705.4648,172.1871,-211.6556,1455.2073,-9.3031,340.7739,337.0781,992.3992,755.2846999999999,383.8427,1464.5104000000001
283_2,193.6049,-236.6177,186.1426,-247.5872,910.1759,-39.5816,63.7862,-790.5568,204.2393,-166.3501,1487.0561,-8.5636,430.2226,433.72979999999995,949.7574999999999,854.343,370.58939999999996,1495.6197
283_3,211.541,-176.747,156.4568,-177.5378,888.5138,-44.2357,52.0946,-800.0487,187.0661,-103.5917,1438.5795,-6.1183,388.288,333.9946,932.7494999999999,852.1433000000001,290.6578,1444.6978000000001
283_4,280.1653,-161.335,130.7351,-119.0864,962.3446,-13.4937,75.3842,-765.8597,269.0428,-222.8461,1461.9224,-14.8268,441.50030000000004,249.8215,975.8383,841.2438999999999,491.88890000000004,1476.7492
283_5,161.5318,-173.7229,185.9367,-201.9148,944.896,-21.0285,81.3574,-819.8141,209.4494,-202.327,1523.6943,-9.1631,335.2547,387.8515,965.9245,901.1715,411.77639999999997,1532.8574
283_6,262.1251,-161.6126,144.0205,-142.6031,916.8157,0.2149,51.2953,-828.8782,312.4757,-263.2378,1680.2909,-15.6073,423.73769999999996,286.6236,916.6008,880.1735,575.7135000000001,1695.8981999999999
283_7,341.116,-118.3915,226.6144,-125.5211,945.842,0.1764,40.9238,-791.5253,193.911,-209.7846,1737.1604,-14.7303,459.5075,352.1355,945.6656,832.4491,403.6956,1751.8907
287_1,197.2993,-73.6676,230.1411,-89.8308,732.855,-10.2534,50.4397,-601.2063,115.2953,-349.1262,814.4216,-660.081,270.9669,319.9719,743.1084000000001,651.6460000000001,464.4215,1474.5026
287_2,198.8659,-113.6538,197.3557,-71.2672,721.0342,-15.7468,145.6191,-675.7462,155.4155,-389.5398,1001.7358,-659.1236,312.5197,268.6229,736.7810000000001,821.3653,544.9553000000001,1660.8594
287_3,195.9367,-114.3363,211.5754,-83.5163,733.0392,-14.3746,53.2014,-689.1391,135.0889,-328.4518,797.6448,-659.2246,310.273,295.0917,747.4138,742.3405,463.5407,1456.8694
287_4,209.7405,-113.5769,196.9837,-66.8382,730.757,-19.1465,18.1959,-125.9799,28.2826,-17.3363,-224.4464,-656.4724,323.3174,263.8219,749.9034999999999,144.1758,45.6189,432.02599999999995
287_5,157.782,-95.4349,197.9045,-62.4881,733.6193,-11.9935,118.9978,-603.9443,158.5706,-380.1628,852.9911,-659.0477,253.2169,260.3926,745.6128,722.9421,538.7334000000001,1512.0387999999998
287_6,173.7184,-118.4807,183.9989,-76.5436,723.3881,-17.0168,110.9131,-698.1694,159.3442,-355.6905,947.4955,-662.7214,292.1991,260.5425,740.4049,809.0825,515.0346999999999,1610.2169
287_7,199.4468,-98.2344,197.6829,-54.433,732.5413,-10.0703,139.0429,-634.1266,155.7281,-366.5316,793.5772,-660.2302,297.6812,252.11589999999998,742.6116,773.1695000000001,522.2597000000001,1453.8074
287_8,212.4333,-122.915,170.002,-93.3896,724.0061,-23.5334,39.671,-663.2277,112.5539,-357.7343,754.8482,-658.3668,335.3483,263.39160000000004,747.5395,702.8987000000001,470.2882,1413.2150000000001
291_1,230.2138,-212.945,229.742,-349.45,988.6604,-34.7637,59.7418,-824.4432,113.9765,-415.4555,2160.2916,-7.3924,443.1588,579.192,1023.4241,884.1850000000001,529.432,2167.684
291_2,184.2847,-127.2491,201.4525,-94.1285,1019.2462,-9.2682,110.075,-766.3438,155.0526,-273.2656,2026.5709,-7.1324,311.5338,295.581,1028.5144,876.4188,428.31820000000005,2033.7033
291_3,201.1097,-253.1959,220.1805,-321.7666,1042.3086,-42.166,112.7646,-894.9361,133.4658,-301.2142,2230.3588,-8.3327,454.3056,541.9471,1084.4746,1007.7007,434.68,2238.6915
291_4,205.6899,-144.6031,220.0298,-241.5205,1051.7358,-28.1719,144.9828,-911.8361,148.4225,-276.2262,2037.0992,-9.9027,350.293,461.5503,1079.9077,1056.8189,424.6487,2047.0019000000002
291_5,207.3306,-127.3728,227.3043,-263.4195,1033.244,-28.8249,151.2436,-896.6012,147.2999,-320.5844,2274.5475,-9.5206,334.7034,490.72380000000004,1062.0689,1047.8447999999999,467.88430000000005,2284.0681
291_6,217.9403,-107.028,215.5427,-269.9282,1044.991,-28.7185,168.6275,-875.7583,176.83690000000001,-380.9367,2167.2165,-8.9971,324.9683,485.47090000000003,1073.7095,1044.3858,557.7736,2176.2136
291_7,211.3487,-197.36,233.3981,-330.3735,996.794,-40.0978,202.0793,-877.5374,177.3668,-360.6615,2124.2649,-6.7801,408.7087,563.7716,1036.8917999999999,1079.6167,538.0283,2131.045
291_8,209.5638,-117.7869,219.5706,-257.9549,1036.904,-19.2236,198.3942,-1013.7266,174.2388,-306.0838,2206.6036,-16.9244,327.35069999999996,477.5255,1056.1276,1212.1208,480.32259999999997,2223.528
297_1,135.9396,-61.5592,251.4359,-70.2455,859.8797,101.5768,49.9863,-453.4183,80.594,-404.4414,1278.7852,3.7754,197.49880000000002,321.6814,758.3028999999999,503.40459999999996,485.0354,1275.0098
297_2,147.7689,-91.4984,236.5053,-50.8206,848.8343,44.5307,64.9805,-516.3938,125.3268,-409.775,1139.8585,2.2503,239.2673,287.3259,804.3036,581.3743000000001,535.1018,1137.6082000000001
297_3,165.6893,-97.205,251.0204,-97.3581,876.4552,34.4657,60.0259,-486.3353,84.5968,-360.528,1125.2945,1.2444,262.8943,348.3785,841.9895,546.3612,445.12480000000005,1124.0501
297_4,154.3134,-95.3048,249.8434,-65.9506,866.278,41.6705,55.6096,-429.5227,58.2645,-414.0734,1187.1241,2.0897,249.6182,315.794,824.6075000000001,485.1323,472.3379,1185.0344
297_5,142.9329,-61.9624,237.8509,-58.5491,828.455,95.6069,69.4186,-474.8052,85.9681,-350.4827,1141.0503,-1.2233,204.8953,296.4,732.8481,544.2238,436.4508,1142.2736000000002
297_6,206.7209,-60.7141,254.8779,-68.2872,848.9354,125.5795,24.6713,-510.3152,66.8451,-345.8357,1188.9672,5.3155,267.435,323.1651,723.3559,534.9865,412.6808,1183.6517000000001
297_7,180.982,-102.6202,264.6863,-69.2619,860.6695,-3.5575,68.3204,-481.5936,123.5769,-390.8575,1261.8077,2.1258,283.6022,333.94820000000004,864.227,549.914,514.4344,1259.6819
297_8,155.6132,-63.7456,237.8876,-50.994,865.3478,78.729,53.3985,-482.2569,61.8877,-392.3015,1158.624,-2.9272,219.3588,288.8816,786.6188,535.6554,454.18919999999997,1161.5512
300_1,221.461,-148.5965,210.2667,-182.8305,1085.3848,238.4824,96.888,-535.0787,309.9421,-307.25,1417.8806,-9.1074,370.0575,393.0972,846.9024000000001,631.9667000000001,617.1921,1426.988
300_2,177.0176,-172.6509,176.7978,-142.3858,1080.9008,53.4317,80.0009,-492.3758,164.4944,-304.7611,1863.167,-9.8849,349.6685,319.18359999999996,1027.4690999999998,572.3767,469.2555,1873.0519
300_3,173.2216,-152.4038,240.2677,-153.3235,1085.1692,42.9194,60.8519,-550.6475,103.4608,-298.7675,1913.1522,-5.5991,325.6254,393.59119999999996,1042.2498,611.4994,402.2283,1918.7513
300_4,185.8521,-180.403,230.834,-164.2803,1062.627,36.7802,58.9291,-567.0474,130.6943,-298.5889,1772.8388,-5.383,366.25509999999997,395.1143,1025.8468,625.9765,429.2832,1778.2218
300_5,193.9125,-161.4668,204.8388,-99.5727,1102.2356,17.3265,44.9383,-519.4192,143.5131,-287.0273,2303.6992,-4.8044,355.3793,304.4115,1084.9091,564.3575000000001,430.54040000000003,2308.5036
300_6,159.8416,-160.3347,230.3841,-112.371,1069.4757,52.6916,65.6482,-554.0125,133.6456,-352.0924,1919.8142,-6.396,320.17629999999997,342.75509999999997,1016.7841,619.6607,485.738,1926.2102
300_7,189.5707,-174.8716,221.0148,-152.473,1094.236,33.2554,72.0416,-521.1096,141.4825,-321.9739,1862.0957,-9.5021,364.4423,373.4878,1060.9806,593.1512,463.45640000000003,1871.5978
300_8,212.4663,-172.233,190.6268,-152.4998,1061.2404,18.5133,41.5119,-556.9375,161.9295,-297.4,1938.4095,-5.1722,384.6993,343.1266,1042.7270999999998,598.4494,459.32949999999994,1943.5817
302_1,138.4012,-300.9152,215.0736,-146.2054,854.7279,-15.8471,204.9021,-651.5495,203.6351,-372.7241,1804.2102,-11.3241,439.31640000000004,361.279,870.5749999999999,856.4516,576.3592,1815.5343
302_2,131.2176,-332.6623,206.7342,-146.2211,886.5342,-23.8436,195.277,-556.1103,233.3265,-437.4606,1637.5847,-10.822,463.8799,352.95529999999997,910.3778000000001,751.3873000000001,670.7871,1648.4067
302_3,128.1844,-356.255,212.4395,-166.4016,868.4479,-28.4843,176.3543,-586.4146,208.4565,-403.6019,1728.9686,-14.531,484.4394,378.8411,896.9322,762.7688999999999,612.0584,1743.4995999999999
302_4,137.4921,-364.5845,208.7577,-161.3626,880.2232,-32.8496,211.3803,-609.0745,260.1379,-405.1962,1777.9098,-12.793,502.0766,370.1203,913.0728,820.4548,665.3341,1790.7027999999998
302_5,126.6818,-292.386,214.8863,-132.8555,869.9961,-14.7646,255.4596,-589.2849,262.9074,-403.2066,1632.9445,-12.759,419.06780000000003,347.7418,884.7606999999999,844.7445,666.114,1645.7035
302_6,140.5112,-370.474,224.1811,-128.8819,830.7006,-21.6247,225.2424,-624.8443,296.8271,-450.8923,1687.6463,-11.5703,510.98519999999996,353.063,852.3253,850.0867,747.7194,1699.2166000000002
302_7,143.6691,-319.0135,231.2143,-132.3461,852.133,-26.3787,202.2171,-617.4789,346.0946,-399.8011,1832.0777,-10.1919,462.6826,363.5604,878.5117,819.6959999999999,745.8957,1842.2696
302_8,125.3013,-390.8394,228.1478,-165.2229,837.6522,-43.0989,160.5176,-641.9891,245.0156,-385.5474,1826.1991,-11.2136,516.1407,393.3707,880.7511,802.5067,630.563,1837.4127
313_1,173.1979,-133.2765,205.7158,-80.2375,834.4857,34.2206,66.9173,-594.2343,88.9567,-309.2192,1675.8876,-5.2075,306.4744,285.9533,800.2651,661.1515999999999,398.1759,1681.0951
313_2,185.1915,-118.3216,199.3474,-88.7373,851.7799,12.4363,72.6856,-562.4042,125.3428,-256.869,1559.5838,-6.824,303.5131,288.0847,839.3436,635.0898,382.21180000000004,1566.4078000000002
313_3,178.6751,-128.2141,201.67,-82.2264,826.9538,25.3149,68.0222,-633.1321,115.1527,-318.6157,1705.0441,-3.3985,306.88919999999996,283.89639999999997,801.6389,701.1543,433.7684,1708.4426
313_4,181.2189,-124.5771,223.4647,-78.4081,825.9659,30.2837,71.2835,-613.6237,112.3186,-285.2644,1679.7506,-3.2352,305.796,301.8728,795.6822000000001,684.9072,397.583,1682.9858000000002
313_5,125.4144,-125.9404,279.1115,-131.0331,829.1594,75.027,73.3075,-461.1151,117.9294,-257.2785,1154.5148,-3.1258,251.3548,410.14459999999997,754.1324,534.4226,375.2079,1157.6406
313_6,198.1679,-138.8564,207.5608,-93.9678,821.1559,13.794,78.5579,-600.4349,87.2618,-273.1249,1669.8372,-2.4312,337.02430000000004,301.5286,807.3619,678.9928,360.3867,1672.2684
313_7,189.6194,-115.57,201.1306,-78.0713,824.6825,32.9493,70.8883,-649.7631,72.2858,-299.8717,1677.8668,-2.6588,305.1894,279.20189999999997,791.7332,720.6514,372.15749999999997,1680.5256
313_8,142.4652,-84.1478,18.1538,-39.7379,834.4771,744.873,72.1178,-577.6649,96.8478,-271.4753,1532.2928,-2.7975,226.613,57.8917,89.6040999999999,649.7827,368.3231,1535.0902999999998
320_1,165.5811,-118.2012,232.6795,-90.7599,728.4017,-0.9123,112.9841,-493.5435,126.9296,-243.0201,1149.8583,-0.4437,283.78229999999996,323.4394,729.314,606.5276,369.9497,1150.3020000000001
320_2,253.4699,-133.3171,223.9659,-57.2743,749.0635,-10.7162,110.5711,-750.9462,138.8106,-274.9166,1432.2007,3.1621,386.78700000000003,281.2402,759.7796999999999,861.5173,413.72720000000004,1429.0386
320_3,220.6161,-119.9976,232.9641,-29.7451,796.8547,14.4853,130.1065,-707.6948,117.3457,-270.0371,1519.2097,1.6577,340.6137,262.7092,782.3693999999999,837.8013,387.3828,1517.5520000000001
320_4,243.6105,-104.2538,245.209,-79.5096,898.4185,7.6629,143.2924,-659.9594,114.41,-257.9949,1429.4252,2.7288,347.8643,324.71860000000004,890.7556,803.2518,372.4049,1426.6963999999998
320_5,266.7651,-117.6048,231.1063,-80.2114,755.6809,-1.0142,129.1051,-812.6559,103.9519,-324.7351,1517.4687,0.4258,384.36990000000003,311.3177,756.6950999999999,941.761,428.687,1517.0429
320_6,250.9686,-158.6115,215.1985,-35.0933,784.8351,4.525,129.1781,-807.5336,185.086,-243.6493,1613.5756,2.3482,409.5801,250.2918,780.3101,936.7117,428.73530000000005,1611.2274
320_7,249.8154,-143.9003,197.6603,-57.2152,814.7443,28.1961,162.2725,-743.7014,102.5759,-204.795,1524.2809,2.6666,393.71569999999997,254.87550000000002,786.5482,905.9739000000001,307.3709,1521.6143
320_8,268.5266,-110.9103,228.3175,-42.0277,837.7173,1.5941,99.0291,-808.7642,83.0758,-239.7343,1656.4756,4.2652,379.4369,270.3452,836.1232,907.7932999999999,322.8101,1652.2104
321_1,162.9328,-282.9396,120.7599,-91.5188,800.0534,56.8602,248.4046,-913.8111,273.516,-384.8794,2026.7461,-3.8652,445.87239999999997,212.27870000000001,743.1932,1162.2157,658.3954,2030.6113
321_2,110.0694,-265.6857,128.8708,-75.5725,812.7791,74.5214,243.1808,-792.4885,245.9005,-315.0801,1642.7664,1.1561,375.75509999999997,204.44330000000002,738.2577,1035.6693,560.9806,1641.6103
321_3,120.3427,-265.8198,132.5382,-128.7653,834.5801,110.4215,234.8724,-834.3569,285.1656,-380.0239,1647.9191,0.0315,386.16249999999997,261.3035,724.1586,1069.2293,665.1895,1647.8876
321_4,148.0954,-274.2517,123.9697,-96.2546,810.1191,46.2239,211.6445,-888.5858,297.7154,-496.5458,2350.9108,-11.2278,422.34710000000007,220.2243,763.8952,1100.2303,794.2611999999999,2362.1386
321_5,112.8199,-251.0658,138.1085,-77.9673,793.8933,82.0636,213.8333,-765.865,314.0466,-377.0118,1645.4951,-6.0127,363.8857,216.0758,711.8297,979.6983,691.0584,1651.5078
321_6,135.7869,-280.9369,141.419,-102.0715,823.7859,27.6897,217.7078,-973.7551,251.6923,-588.0086,2553.3668,-16.6817,416.7238,243.4905,796.0962,1191.4629,839.7009,2570.0485
321_7,115.6612,-307.3965,150.6535,-83.8309,776.5653,89.8469,224.6086,-946.8501,261.5516,-380.9027,1970.2923,-5.3268,423.0577,234.4844,686.7184,1171.4587,642.4543,1975.6191000000001
321_8,121.8535,-324.8367,130.0249,-96.6546,771.5437,82.3976,236.0064,-979.2829,254.0342,-474.9444,1992.8178,-8.5504,446.6902,226.67950000000002,689.1460999999999,1215.2893000000001,728.9785999999999,2001.3682000000001
324_1,193.1424,-148.8732,192.3286,-72.1875,880.6948,23.1479,91.6099,-460.4591,65.0382,-201.7537,1334.3426,-7.61,342.0156,264.5161,857.5468999999999,552.069,266.7919,1341.9525999999998
324_2,210.3481,-149.9738,214.2508,-38.2256,911.8308,17.137,71.3775,-381.9661,154.9603,-194.2587,1266.5248,-9.8596,360.3219,252.4764,894.6938,453.3436,349.219,1276.3844
324_3,168.7951,-168.3214,170.7842,-67.1073,952.53510000000006,53.1925,96.0541,-483.0871,65.1403,-236.3213,1369.6337,-9.9864,337.1165,237.8915,899.3426000000001,579.1412,301.4616,1379.6201
324_4,205.7561,-218.1933,185.5659,-78.4543,913.2302,6.1306,93.4536,-459.8551,117.4506,-195.5821,1406.4457,-7.5458,423.94939999999997,264.0202,907.0996,553.3087,313.0327,1413.9915
324_5,186.3723,-142.2023,192.5945,-82.2543,936.3554,31.973,90.6429,-605.5289,82.9333,-219.0118,1607.6215,-8.3486,328.57460000000003,274.8488,904.3824000000001,696.1718000000001,301.9451,1615.9701
324_6,182.2853,-143.8409,212.3487,-96.4821,908.6949,58.4693,92.4656,-419.6329,70.7003,-224.7346,1219.9809,-11.0589,326.12620000000004,308.8308,850.2256,512.0985000000001,295.43489999999997,1231.0398
324_7,195.2216,-164.5884,153.9883,-54.9947,886.117,38.4701,88.5311,-495.5661,90.892,-181.6944,1472.8041,-9.3874,359.81,208.983,847.6469,584.0972,272.5864,1482.1915000000001
324_8,182.4313,-209.3574,201.4065,-87.7474,996.3489,1.252,92.587,-478.2849,99.1758,-190.2647,1402.6889,-9.1915,391.7887,289.1539,995.0969,570.8719,289.4405,1411.8804
33_1,202.1115,-151.4886,190.1767,-79.1621,915.8567,13.5965,159.2822,-977.348,169.9724,-430.4707,1848.478,1.2556,353.6001,269.3388,902.2602,1136.6302,600.4431,1847.2224
33_2,231.4699,-163.6213,185.0178,-103.3634,926.0628,19.5852,172.146,-977.6017,177.5318,-412.573,1718.8251,-3.3202,395.09119999999996,288.3812,906.4776,1149.7477000000001,590.1048,1722.1453000000001
33_3,222.3771,-156.5828,180.7848,-95.2662,879.4128,13.8711,147.6061,-932.7164,182.8223,-452.0878,1774.5576,0.1094,378.9599,276.051,865.5417,1080.3225,634.91010000000006,1774.4482
33_4,226.0518,-162.6669,187.9031,-74.7063,922.0227,17.7133,178.9087,-964.7467,206.8107,-435.4219,1734.0223,0.8968,388.7187,262.6094,904.3094,1143.6554,642.2326,1733.1255
33_5,195.534,-163.0887,179.651,-68.6116,891.3965,24.0674,161.4707,-920.9629,231.3157,-442.1427,1720.8268,-1.7959,358.6227,248.26260000000002,867.3290999999999,1082.4336,673.4584,1722.6227000000001
342_1,213.28,-150.8751,227.6184,-145.9287,991.4412,0.3155,66.8108,-533.778,128.6446,-350.41,1758.1175,-0.3746,364.1551,373.5471,991.1256999999999,600.5888,479.05460000000005,1758.4921000000002
342_2,199.5562,-162.8536,272.8638,-125.5414,1048.0747,-6.6113,52.1583,-595.5034,119.0711,-370.3625,1800.241,-12.2139,362.4098,398.40520000000004,1054.686,647.6617000000001,489.4336,1812.4549
342_3,219.2378,-191.9407,283.942,-133.126,1015.157,-10.3496,64.0124,-614.16010000000006,148.1926,-363.5798,1912.3822,-11.0525,411.1785,417.068,1025.5066,678.1725,511.77239999999995,1923.4347
342_4,220.8111,-160.8345,282.1242,-160.6557,996.5845,-9.3736,37.7193,-537.3127,222.0196,-357.2035,1852.2577000000001,7.5299,381.6456,442.7799,1005.9581000000001,575.0319999999999,579.2231,1844.7278000000001
342_5,228.6721,-151.9959,308.8874,-114.2414,1045.2616,-0.9045,60.5966,-602.7343,189.7997,-366.5896,1844.9232,-8.6175,380.668,423.1288,1046.1661000000001,663.3308999999999,556.3893,1853.5407
342_6,199.0591,-135.844,287.5634,-134.482,1018.475,0.2751,42.5957,-555.8904,145.6841,-360.1868,1796.9858,-5.0169,334.9031,422.0454,1018.1999000000001,598.4861,505.8709,1802.0027
342_7,231.1375,-195.2849,327.4195,-133.7432,1028.3186,-10.461,33.0012,-612.1618,237.8357,-318.9069,2010.181,-1.2466,426.4224,461.16270000000003,1038.7796,645.163,556.7426,2011.4276
342_8,225.5715,-183.6781,327.8072,-122.0852,1048.508,-8.0861,45.9074,-572.8793,188.7235,-306.0926,1848.1452,3.2516,409.2496,449.8924,1056.5941,618.7867,494.8161,1844.8935999999999
343_1,281.2189,-130.4664,254.094,-87.1837,914.2798,20.3784,24.4823,-410.5085,127.0155,-287.7984,1175.9793,5.718,411.6853,341.2777,893.9014,434.99080000000004,414.8139,1170.2613
343_2,243.5953,-135.2402,248.576,-79.2446,916.7405,8.2441,27.1768,-400.9837,144.0454,-274.5445,1135.9514,7.4713,378.8355,327.8206,908.4964,428.1605,418.58990000000006,1128.4801
343_3,251.4274,-107.1096,256.2656,-78.6388,944.163,76.3344,45.3843,-443.7417,131.0733,-317.2415,971.801,5.6097,358.53700000000003,334.9044,867.8286,489.126,448.3148,966.1913000000001
343_4,215.8333,-225.5081,244.0199,-67.3937,914.8526,4.9949,33.4209,-317.9044,146.9706,-294.7529,898.5536,3.5788,441.3414,311.4136,909.8577,351.3253,441.7235,894.9748
343_5,254.9356,-180.6489,260.8967,-65.2564,897.6986,-3.6308,31.9349,-358.0324,118.8367,-270.5818,1052.8442,6.5444,435.5845,326.1531,901.3294000000001,389.9673,389.4185,1046.2998
343_6,211.4653,-128.5531,245.8378,-68.1575,952.008,9.3787,40.9254,-440.14,169.9967,-318.0664,1093.6506,4.5192,340.01840000000004,313.9953,942.6293000000001,481.0654,488.06309999999996,1089.1314
343_7,228.8258,-104.8977,244.9024,-65.8346,919.9135,36.3219,36.8152,-381.2741,157.3548,-290.9548,993.603,3.7644,333.7235,310.73699999999997,883.5916,418.0893,448.3096,989.8385999999999
343_8,214.7228,-201.1518,280.8408,-122.3153,951.0483,-3.7862,53.7557,-462.4526,215.332,-294.3894,1157.7437,4.8878,415.8746,403.1561,954.8345,516.2083,509.7214,1152.8559
343_9,150.3864,-376.5677,277.5782,-188.4036,901.9696,-13.1526,46.8067,-313.9287,131.0267,-280.2709,1067.5198,6.5306,526.9541,465.9818,915.1222,360.73539999999997,411.2976,1060.9892
349_1,274.3258,-204.3528,158.1482,-173.5227,1061.8801,59.6725,111.5545,-852.3649,138.5455,-224.5733,1820.0801,-13.7897,478.6786,331.67089999999996,1002.2076000000001,963.9194,363.11879999999996,1833.8698
349_3,313.7544,-165.601,206.3278,-84.4443,1125.5137,19.3814,159.2803,-880.2786,137.4166,-184.6351,2160.3595,-12.1199,479.3554,290.7721,1106.1323,1039.5589,322.0517,2172.4794
349_5,270.2735,-182.1433,226.0788,-146.333,1097.6098,26.0328,164.6853,-744.9216,132.1277,-167.802,1983.7081,-12.6058,452.4168,372.41179999999997,1071.577,909.6069,299.9297,1996.3139
349_7,241.0606,-168.5118,188.753,-183.0317,1080.7215,37.3417,140.7464,-948.4698,132.6854,-230.803,2116.7665,-10.1709,409.5724,371.7847,1043.3798000000002,1089.2161999999998,363.48839999999996,2126.9374000000003
349_8,264.1103,-145.7394,178.1493,-245.2933,1097.0181,-14.2821,139.8856,-852.9064,142.4326,-293.4973,2552.3198,-13.0481,409.8497,423.44259999999997,1111.3002,992.7919999999999,435.9299,2565.3679
350_1,232.585,-235.1254,230.9492,-233.474,740.1831,-41.9808,59.9842,-572.3872,105.1229,-322.2176,1272.5752,-1.1188,467.71040000000005,464.42319999999995,782.1639,632.3714,427.3405,1273.694
350_2,237.2787,-227.7578,246.0396,-212.8133,736.016,-48.466,65.7436,-526.6289,62.8937,-324.8201,1081.8176,0.5332,465.0365,458.8529,784.482,592.3725000000001,387.71380000000005,1081.2844
350_4,241.3088,-206.2901,221.2724,-230.9564,759.7214,-50.6482,67.1895,-591.1709,65.273,-354.691,1208.6304,-5.2329,447.59889999999996,452.2288,810.3696,658.3603999999999,419.96399999999994,1213.8633
350_5,241.4863,-233.7004,237.5346,-237.2822,734.586,-45.5632,62.3159,-595.8038,82.499,-268.2964,1282.1777,0.0742,475.1867,474.8168,780.1492000000001,658.1197,350.7954,1282.1035
350_6,237.8151,-186.6401,207.4161,-185.1438,718.5556,-45.3147,66.4228,-579.7006,68.8778,-247.3666,1228.7652,0.8044,424.4552,392.55989999999997,763.8703,646.1234,316.2444,1227.9608
350_7,244.9767,-241.335,230.1421,-224.9442,740.0702,-33.0363,64.7948,-654.2651,70.0561,-335.0998,1327.5869,1.0094,486.3117,455.0863,773.1065,719.0599,405.15590000000003,1326.5775
350_8,257.1203,-209.3613,227.1221,-204.9926,747.2955,-44.0332,61.6487,-649.7117,93.5223,-244.8096,1190.2037,-3.6609,466.48159999999996,432.11469999999997,791.3286999999999,711.3603999999999,338.3319,1193.8646
353_1,207.7868,-155.0999,200.704,-96.0124,808.4794,36.295,63.8934,-499.2557,137.7934,-240.6495,1303.5545,-8.2342,362.8867,296.7164,772.1844000000001,563.1491,378.4429,1311.7887
353_2,235.4346,-113.1519,241.1061,-109.4169,814.6626,46.7037,63.0371,-509.918,146.1473,-258.2598,1339.1835,-5.871,348.5865,350.523,767.9589,572.9551,404.4071,1345.0545000000002
353_3,224.5795,-147.3049,182.9933,-148.1242,835.2371,45.2973,62.6035,-485.0806,117.1724,-288.5973,1287.0945,-7.4856,371.8844,331.1175,789.9398000000001,547.6841,405.7697,1294.5801
353_4,215.5462,-171.0902,200.6632,-71.3946,839.9186,39.465,66.9661,-523.7847,141.7097,-271.4913,1305.6476,-7.6734,386.6364,272.0578,800.4535999999999,590.7508,413.201,1313.321
353_5,279.2577,-150.8378,221.3043,-190.3649,832.6048,46.4369,67.0516,-470.2849,105.2332,-263.5906,1201.842,-8.9135,430.0955,411.66920000000005,786.1678999999999,537.3365,368.8238,1210.7555000000002
353_6,210.8882,-117.9417,206.28,-101.4393,827.2634,49.4677,65.5396,-504.997,102.0586,-225.0074,1266.5424,-9.061,328.8299,307.7193,777.7957,570.5366,327.066,1275.6034
353_7,225.8138,-146.4507,200.0875,-96.9414,849.2681,28.4719,65.6353,-507.3298,124.5617,-269.0714,1281.2726,-8.4268,372.2645,297.0289,820.7962,572.9651,393.6331,1289.6994
