session_swing,max_rfx,min_rfx,max_rfy,min_rfy,max_rfz,min_rfz,max_lfx,min_lfx,max_lfy,min_lfy,max_lfz,min_lfz,range_rfx,range_rfy,range_rfz,range_lfx,range_lfy,range_lfz
198_5,221.531,-113.1214,188.2825,-99.0564,722.0215,-14.099,145.5814,-663.6387,165.9131,-297.3288,1279.0385,-1.225,334.6524,287.33889999999997,736.1205,809.2201,463.2419,1280.2635
198_6,211.0505,-129.5407,186.3989,-77.5686,748.9555,-16.4137,125.9945,-605.7931,159.4776,-343.4887,1321.7125,-1.1063,340.59119999999996,263.9675,765.3692,731.7876,502.9663,1322.8188
198_7,205.9704,-129.7888,174.9915,-68.5517,731.9312,-15.8729,82.7499,-689.5358,129.8027,-329.5113,1374.3624,-2.5719,335.7592,243.5432,747.8041,772.2857,459.31399999999996,1376.9343
199_1,137.6475,-283.799,233.586,-104.5116,929.4182,99.6444,186.5953,-959.6004,123.4378,-331.4056,2518.3383,-5.5894,421.4465,338.0976,829.7737999999999,1146.1957,454.8434,2523.9276999999997
199_2,157.2017,-270.1654,197.6401,-85.048,992.5929,124.611,193.3631,-1028.4887,159.163,-403.9994,2567.7189,-4.5373,427.36709999999994,282.68809999999996,867.9819,1221.8518000000001,563.1623999999999,2572.2562
199_3,137.7632,-262.481,230.8287,-134.1038,1006.4685,102.8706,181.804,-965.8049,160.4235,-426.9354,2334.3917,-7.3802,400.2442,364.9325,903.5979,1147.6089,587.3589,2341.7719
199_4,137.1281,-280.6507,247.5064,-91.5755,1005.3843,83.9016,173.7922,-918.5078,168.2673,-368.5447,2543.5501,-4.0533,417.77879999999993,339.0819,921.4827,1092.3,536.812,2547.6034
199_5,176.3883,-246.2225,210.1983,-65.8123,1002.3374,100.248,185.2491,-954.6354,151.8837,-366.2639,2635.275,-5.7836,422.6108,276.01059999999995,902.0894,1139.8845000000001,518.1476,2641.0586000000003
199_6,156.4002,-273.2464,217.6954,-52.0182,966.8417,111.9049,226.8692,-1054.8629,132.4509,-344.0846,2532.2213,-5.0664,429.64660000000003,269.7136,854.9368,1281.7321000000002,476.5355,2537.2877000000003
199_7,170.5347,-283.2121,202.6892,-95.8123,976.7118,91.5127,201.7745,-1011.5584,165.5858,-406.7845,2537.2747,-6.5841,453.7468,298.50149999999996,885.1991,1213.3328999999999,572.3703,2543.8588
199_8,162.5112,-258.8346,239.0704,-103.3796,989.0285,93.3944,177.4731,-940.8435,164.5276,-365.6944,2501.9295,-5.5666,421.34580000000005,342.45,895.6341,1118.3165999999999,530.222,2507.4961000000003
200_1,230.7231,-110.6973,210.6343,-131.375,868.874,52.9382,19.5788,-542.7062,140.3295,-301.0009,1619.8657,-3.4322,341.4204,342.0093,815.9358,562.285,441.3304,1623.2979
200_2,219.1724,-120.7826,211.2541,-137.6349,850.8292,39.8355,26.9307,-642.6722,137.2451,-325.9311,1624.1052,-4.0308,339.95500000000004,348.889,810.9937,669.6029,463.1762,1628.136
200_3,184.1836,75.7595,4.5474,-23.7082,857.5817,329.0368,28.6122,-644.362,140.4645,-292.8772,1722.0255,-3.251,108.42410000000001,28.2556,528.5448999999999,672.9742,433.3417,1725.2765
200_4,215.6211,-141.0654,214.4633,-170.624,849.5015,102.7754,68.6933,-671.2918,144.0537,-323.6699,1613.4127,-3.6625,356.6865,385.0873,746.7261,739.9851,467.7236,1617.0752
200_5,223.5134,-134.7962,190.4716,-155.5733,875.2486,65.0959,46.2363,-701.594,170.5018,-362.2896,1685.2041,-5.8257,358.3096,346.0449,810.1527,747.8303000000001,532.7914000000001,1691.0298
200_6,200.692,-110.3188,225.9001,-149.7083,831.1506,45.8403,25.3523,-570.3952,123.3003,-288.4799,1533.3003,-3.0536,311.0108,375.6084,785.3103000000001,595.7475000000001,411.7802,1536.3539
200_7,190.7782,-114.413,221.0748,-172.2871,828.0887,103.4631,35.2415,-660.2472,151.105,-338.5511,1557.7318,-3.0975,305.1912,393.3619,724.6256000000001,695.4887,489.65610000000004,1560.8293
200_8,188.8159,-107.5531,198.6497,-147.753,857.8669,100.0562,65.2255,-702.2435,173.9123,-394.2369,1603.9258,-4.8474,296.369,346.4027,757.8107,767.469,568.1492,1608.7732
201_1,157.9867,-194.6171,196.9887,-125.0367,1012.0803,25.1892,92.0933,-758.7335,103.9254,-322.6851,2036.4241,-6.8265,352.6038,322.0254,986.8910999999999,850.8268,426.6105,2043.2505999999998
201_2,175.3679,-211.4462,205.1372,-153.9611,1007.6731,30.407,79.3403,-833.5918,157.018,-304.7609,1911.2586,-4.9388,386.8141,359.0983,977.2660999999999,912.9321,461.7789,1916.1973999999998
201_3,176.2267,-188.9273,210.381,-120.8489,976.0321,16.8826,58.7268,-773.648,208.7492,-275.685,2018.6621,-5.1699,365.154,331.2299,959.1495,832.3748,484.43420000000003,2023.832
201_5,155.4123,-245.895,215.7185,-159.4697,993.3,26.1192,96.7799,-861.0618,174.5969,-285.6431,2156.8632,-6.7516,401.3073,375.1882,967.1808,957.8417,460.24,2163.6148
201_6,159.5596,-196.1286,211.0295,-97.3516,971.1717,27.2938,65.2052,-732.5779,156.2113,-248.0466,2134.913,-4.181,355.6882,308.3811,943.8779,797.7831,404.2579,2139.094
201_7,141.4612,-217.429,218.6966,-115.4077,1004.8535,18.0786,116.8727,-775.3645,163.5067,-288.3467,1908.8519,-5.8856,358.8902,334.10429999999997,986.7749,892.2372,451.85339999999997,1914.7375
201_8,155.5096,-206.7745,207.971,-116.5559,992.5503,34.4957,68.6549,-904.6667,200.6681,-236.6481,1929.7495,-5.9774,362.28409999999997,324.5269,958.0545999999999,973.3216,437.3162,1935.7269
203_1,226.7681,-248.0453,289.9086,-98.315,826.2641,-43.159,54.0549,-670.0913,139.3586,-349.613,1575.705,-16.6999,474.8134,388.2236,869.4231,724.1462,488.97159999999997,1592.4049
203_2,221.1991,-228.784,243.1694,-145.8753,845.5971,-36.694,58.7481,-731.5274,165.1625,-316.4617,1888.0286,-24.533,449.9831,389.04470000000003,882.2910999999999,790.2755,481.6242,1912.5616
203_3,231.6813,-309.184,213.6921,-124.6416,863.2849,-27.0266,57.4837,-730.3409,122.0765,-313.8905,1643.5629,-17.9582,540.8653,338.3337,890.3115,787.8246,435.967,1661.5211
203_4,294.6487,-288.1771,266.1478,-146.4042,879.9701,-25.4226,52.1675,-869.4106,137.5572,-333.6639,2034.121,-5.7404,582.8258000000001,412.552,905.3927,921.5781000000001,471.2211,2039.8614
204_1,399.5879,-102.336,260.0721,-137.5929,1038.853,-20.5979,256.3565,-1125.2897,279.6429,-344.7742,2580.9229,-10.2612,501.9239,397.66499999999996,1059.4509,1381.6462000000001,624.4171,2591.1841
204_2,397.1869,-110.4597,242.3456,-191.023,1029.839,-23.3132,240.7149,-1157.2939,232.9731,-345.3137,2626.299,-8.3319,507.6466,433.3686,1053.1522,1398.0087999999998,578.2868,2634.6309
204_3,360.6864,-134.1196,236.4393,-215.0681,998.1062,-49.539,255.2473,-1198.7828,279.1383,-317.8836,2722.992,-3.9088,494.806,451.50739999999996,1047.6452,1454.0301,597.0219,2726.9008000000003
204_4,355.6899,-99.2588,250.4334,-139.4973,1063.3097,-11.5171,247.7731,-998.0648,230.5899,-351.6708,2335.0824,-3.5457,454.94870000000003,389.9307,1074.8268,1245.8379,582.2607,2338.6281
204_5,334.8807,-136.7521,245.5536,-128.6808,1043.7571,-18.88,285.8361,-1001.378,254.7541,-347.2709,2466.5285,-6.5288,471.6328,374.2344,1062.6371000000001,1287.2141000000001,602.025,2473.0573
204_6,353.7421,-136.0089,200.7955,-237.5156,1049.804,-47.5018,318.7803,-1117.2114,234.4934,-301.8009,2645.1266,-7.3243,489.751,438.3111,1097.3058,1435.9917,536.2943,2652.4509000000003
204_7,344.3787,-147.4283,224.7906,-204.8972,1035.6424,-52.5861,277.0407,-1138.8351,245.1504,-358.351,2777.2582,-11.0507,491.807,429.68780000000004,1088.2285,1415.8758,603.5014,2788.3089
204_8,310.5009,-209.8996,186.5377,-183.1358,1012.0799,-45.5967,298.5668,-1054.3025,260.8166,-319.0995,2645.615,-7.3095,520.4005,369.6735,1057.6766,1352.8693,579.9160999999999,2652.9244999999996
215_1,138.8504,-154.4692,230.5433,-87.7694,783.4852,46.1576,59.7902,-606.9507,189.0827,-378.0426,1587.2764,-22.8502,293.31960000000004,318.3127,737.3276,666.7409,567.1252999999999,1610.1266
215_2,150.14,-164.9837,233.8487,-73.0605,770.9902,45.3742,61.687,-547.2494,228.3259,-419.6269,1324.3713,-18.5709,315.1237,306.9092,725.616,608.9364,647.9528,1342.9422
215_4,156.1133,-161.6772,254.1378,-59.8946,806.2939,54.9987,76.612,-513.0335,149.5336,-415.5909,1170.1022,-25.6248,317.7905,314.0324,751.2952,589.6455,565.1245,1195.727
215_5,148.1584,-131.0611,259.5704,-105.8511,781.0943,9.659,58.5135,-500.1555,129.1978,-423.1128,1346.4515,-18.7041,279.21950000000004,365.42150000000004,771.4353,558.669,552.3106,1365.1555999999998
219_1,239.067,-398.2504,160.2193,-126.354,978.4838,45.9827,144.0726,-1067.2958,127.748,-380.2148,2616.2674,-34.1568,637.3174,286.5733,932.5011,1211.3684,507.9628,2650.4242000000004
219_2,275.5385,-422.8853,126.2488,-101.001,981.3332,41.8064,165.7526,-1119.3148,168.2424,-435.4349,2704.9447,-37.068,698.4238,227.2498,939.5268000000001,1285.0674000000001,603.6773000000001,2742.0127
219_3,269.5359,-407.6213,136.3707,-100.8874,1039.5103,53.9233,136.3815,-1062.5217,139.7928,-337.1303,2507.6863,-31.1582,677.1572000000001,237.2581,985.5869999999999,1198.9032,476.9231,2538.8444999999997
219_4,225.127,-321.9817,178.3924,-114.7932,974.8651,63.0443,111.4708,-817.3829,116.5147,-340.7296,2288.9171,-24.6786,547.1087,293.1856,911.8208,928.8536999999999,457.2443,2313.5957000000003
219_5,247.6649,-409.0417,143.3754,-153.1653,964.1186,42.9473,159.3512,-994.35,150.6446,-390.0148,2412.5736,-32.3359,656.7066,296.5407,921.1713,1153.7012,540.6594,2444.9095
219_6,252.602,-403.9215,118.5669,-106.4054,1016.1711,41.8657,159.8638,-1006.2945,159.4447,-444.3254,2418.6331,-35.6147,656.5235,224.97230000000002,974.3054000000001,1166.1583,603.7701,2454.2478
219_7,239.2011,-389.4225,156.2813,-125.9626,977.6109,51.1643,149.8746,-994.0282,146.287,-317.0274,2291.6448,-33.4517,628.6236,282.2439,926.4466,1143.9027999999998,463.3144,2325.0965
219_8,261.874,-402.9274,136.3461,-100.4586,1022.9887,44.5954,151.9745,-1081.3473,147.6635,-432.7833,2610.9197,-35.3596,664.8014000000001,236.80470000000003,978.3933,1233.3218,580.4467999999999,2646.2793
21_1,412.7657,-172.241,192.2247,-174.3563,1050.8183,-5.0477,107.9376,-771.8911,222.8316,-284.1062,1566.0028,-5.2342,585.0067,366.581,1055.866,879.8287,506.93780000000004,1571.237
21_2,387.381,-174.0985,174.797,-123.3672,956.2529,-4.029,202.9399,-763.4124,175.6072,-249.6998,1510.1489,-0.9686,561.4794999999999,298.1642,960.2819,966.3523,425.307,1511.1174999999998
21_3,371.4206,-249.1798,188.1405,-185.2812,1102.1534,-21.323,177.6406,-872.07,211.4249,-276.36,1682.4058,-3.5999,620.6004,373.4217,1123.4764,1049.7106,487.7849,1686.0057
21_4,389.4494,-242.4784,202.63,-133.0418,1083.0723,-5.7189,109.2903,-868.1791,225.5084,-268.1963,1640.7157,-7.1902,631.9278,335.67179999999996,1088.7912000000001,977.4694,493.7047,1647.9059
21_5,396.9879,-279.9703,198.2406,-316.9341,1070.1002,-35.3063,76.5975,-747.3263,141.2094,-326.1722,1667.9662,-9.516,676.9582,515.1747,1105.4065,823.9237999999999,467.38159999999993,1677.4822000000001
236_1,184.2756,-120.2553,182.3942,-105.261,695.446,3.0375,62.7254,-337.9071,130.4082,-227.6999,1458.6601,-1.5323,304.5309,287.65520000000004,692.4085,400.6325,358.10810000000004,1460.1924000000001
236_2,233.0418,-109.0146,226.3026,-80.0673,762.0279,-2.8818,70.6887,-483.3727,102.9238,-315.1311,1494.6364,-4.3229,342.0564,306.36990000000003,764.9097,554.0614,418.0549,1498.9593
236_3,198.4026,-106.729,227.7471,-109.388,734.8591,8.5753,69.116,-304.9771,64.4633,-282.6561,1156.6764,-5.1329,305.1316,337.13509999999997,726.2838,374.0931,347.1194,1161.8093000000001
236_4,208.0203,-136.8763,204.16,-85.9645,735.0747,19.747,76.1752,-461.4683,124.9726,-311.27,1547.3658,-3.9511,344.8966,290.1245,715.3277,537.6435,436.2426,1551.3169
23_1,147.1109,-122.0971,197.8216,-45.8575,759.8788,2.0625,70.7049,-332.6065,92.5767,-254.3311,1038.5805,-9.3852,269.20799999999997,243.6791,757.8163,403.3114,346.9078,1047.9657
23_2,125.4825,-103.7976,173.7834,-36.3237,788.4979,2.2238,33.8281,-277.8719,84.2634,-292.3793,1101.5218,-8.1899,229.2801,210.1071,786.2741,311.7,376.6427,1109.7117
23_3,263.1889,-120.195,196.0925,-65.2421,766.9956,25.9703,57.1387,-325.0289,120.4318,-247.1226,902.1404,-7.6157,383.3839,261.3346,741.0253,382.1676,367.5544,909.7561
23_4,293.31,-96.8356,218.2672,-84.4914,863.5726,49.5398,141.0087,-319.6902,124.4915,-237.7492,900.2179,-13.4846,390.1456,302.7586,814.0328,460.6989,362.2407,913.7025
23_5,310.0845,-119.1399,220.1005,-85.572,841.8638,45.0229,97.5227,-310.6784,104.3313,-268.4103,830.4552,-8.838,429.2244,305.6725,796.8408999999999,408.2011,372.7416,839.2932
244_1,205.6852,-100.117,218.047,-85.5208,741.8151,-8.49,66.0482,-657.7088,96.9024,-340.1472,1361.9364,-0.7198,305.8022,303.5678,750.3051,723.757,437.0496,1362.6562000000001
244_2,146.4244,18.2058,-10.2191,-46.6291,718.1988,313.9782,57.6299,-654.2464,123.5819,-355.1569,1586.5053,-3.6127,128.21859999999998,36.410000000000004,404.2206,711.8763,478.7388,1590.118
244_3,194.649,-96.03,215.4303,-103.7986,720.9675,-8.4944,59.3495,-615.6205,148.8801,-340.3895,1349.542,-2.1749,290.679,319.22889999999995,729.4619,674.97,489.26959999999997,1351.7169
244_4,187.34,-113.2648,214.3041,-99.7491,742.615,-11.8509,42.0067,-669.5712,105.352,-279.5554,1470.7848,1.4864,300.6048,314.0532,754.4659,711.5779,384.90740000000005,1469.2984
244_5,182.151,-102.3802,213.848,-80.1451,768.546,-12.8335,44.064,-632.1888,78.4449,-340.9001,1580.128,-1.3941,284.5312,293.9931,781.3795,676.2528,419.345,1581.5221
244_6,164.6955,-91.1308,202.5701,-104.5831,757.6214,1.0931,74.5847,-606.3802,101.7788,-385.538,1584.9732,-2.2147,255.8263,307.15319999999997,756.5283,680.9649,487.3168,1587.1879
244_7,206.7504,-77.1011,196.2616,-74.7297,750.5595,-6.1792,21.5843,-579.9154,129.6067,-347.1199,1553.7302,-2.6138,283.8515,270.99129999999997,756.7387,601.4997,476.72659999999996,1556.344
244_8,223.1864,-96.0934,158.6202,-62.8866,734.7506,-9.014,21.0389,-668.0489,118.8073,-325.3043,1687.0004,-0.9866,319.2798,221.5068,743.7646,689.0878,444.1116,1687.9869999999999
24_1,436.3631,-120.5256,254.7061,-130.8976,1257.8085,90.8205,170.2975,-536.6863,133.3697,-228.9381,1678.85,-6.0733,556.8887,385.6037,1166.988,706.9838,362.3078,1684.9233
24_2,438.6188,-129.9873,248.3343,-146.2392,1281.8598,123.1614,112.6906,-600.0771,174.1533,-288.724,1782.2005,-7.8065,568.6061,394.5735,1158.6984,712.7677,462.8773,1790.0069999999998
24_3,571.0198,-131.8318,264.7651,-156.5433,1401.8161,165.9729,174.4159,-659.7863,125.0713,-367.5636,1855.9083,-6.7906,702.8516,421.3084,1235.8432,834.2022,492.6349,1862.6989
24_4,318.9882,-146.7802,257.8944,-153.3908,1049.8038,161.9873,240.8426,-675.0088,130.8613,-324.7752,1702.2959,-7.7446,465.76840000000004,411.28520000000003,887.8164999999999,915.8514,455.63649999999996,1710.0405
24_5,478.3676,-150.9102,259.5332,-114.5616,1183.4437,173.0723,239.3368,-701.7163,153.9986,-334.7208,1749.2668,-8.2289,629.2778,374.0948,1010.3714,941.0531000000001,488.7194,1757.4957000000002
254_1,200.9254,-183.1833,186.5771,-64.7814,885.2296,28.4829,96.5623,-652.3759,189.5325,-473.6521,1703.1036,-46.2374,384.1087,251.3585,856.7467,748.9382,663.1846,1749.341
254_2,208.6405,-87.5692,210.2991,-123.7205,910.3089,30.4698,44.7726,-670.505,147.7244,-380.8583,1366.7993,-30.5526,296.2097,334.0196,879.8391,715.2776,528.5826999999999,1397.3519
254_3,252.6248,-175.111,203.1453,-41.7289,877.9124,13.5246,59.099,-678.8605,165.0985,-390.1336,1463.25,-32.3612,427.7358,244.8742,864.3878000000001,737.9595,555.2321,1495.6112
254_4,233.7374,-167.4328,213.4979,-117.6407,883.26,20.0174,62.7004,-722.2667,141.504,-397.3407,1569.5822,-26.5732,401.1702,331.1386,863.2426,784.9671000000001,538.8447,1596.1554
254_5,202.4318,-131.6544,203.1252,-89.0692,893.0585,37.0863,89.8818,-720.1264,164.0222,-434.7002,1629.2556,-36.8711,334.0862,292.1944,855.9721999999999,810.0082,598.7224,1666.1267
254_6,229.7251,-185.1442,209.043,-97.1095,895.1402,6.3565,77.7835,-667.2816,202.5421,-465.1685,1551.2428,-32.8132,414.8693,306.15250000000003,888.7837000000001,745.0651,667.7106,1584.056
254_7,235.4591,-170.8204,190.3601,-63.9537,891.734,1.4097,78.9942,-687.9307,188.0627,-473.138,1516.2345,-43.2408,406.2795,254.3138,890.3243,766.9249,661.2007,1559.4753
254_8,199.8099,-165.3853,201.8446,-85.7816,874.2427,34.6094,64.6797,-572.9352,169.4261,-416.8916,1497.8649,-18.8893,365.1952,287.62620000000004,839.6333,637.6149,586.3177,1516.7542
258_1,205.4143,-97.3688,283.9137,-102.6632,960.5806,8.3111,122.1851,-617.0528,187.1627,-412.9547,1687.1132,3.5686,302.7831,386.5769,952.2695,739.2379000000001,600.1174,1683.5446
258_2,209.5722,-78.8749,268.7822,-111.3141,962.6537,-1.5269,89.5923,-572.7565,197.439,-371.6249,1699.0288,5.6921,288.4471,380.0963,964.1805999999999,662.3488,569.0639,1693.3367
258_3,209.643,-169.859,288.36,-239.3125,932.659,-23.4392,79.6083,-491.2442,201.5464,-341.4821,1596.7697,5.2948,379.502,527.6725,956.0982,570.8525,543.0285,1591.4749000000002
258_4,173.7765,-152.722,290.0236,-199.8942,921.0522,-18.4186,125.2171,-566.8412,194.719,-365.6449,1684.2801,5.5147,326.49850000000004,489.9178,939.4707999999999,692.0582999999999,560.3639000000001,1678.7654
258_5,255.0139,-209.7456,222.4319,-232.713,925.4105,-45.074,111.6988,-547.3755,201.9845,-304.4999,1698.4072,5.6733,464.7595,455.1449,970.4844999999999,659.0743,506.48440000000005,1692.7339000000002
258_6,213.1972,-199.4255,297.0977,-208.1499,938.5334,-21.1191,127.4905,-565.9745,194.6354,-382.5513,1632.2389,5.8316,412.6227,505.2476,959.6525,693.465,577.1867,1626.4073
258_7,215.1607,-238.7552,287.9995,-250.4682,918.541,-53.2013,139.4821,-574.0374,221.3725,-396.993,1689.9794,4.6843,453.91589999999997,538.4677,971.7423000000001,713.5195000000001,618.3655,1685.2951
258_8,221.9049,-91.3922,280.7689,-106.7115,946.9024,-7.7461,123.2187,-523.3415,210.6542,-353.1216,1737.0403,7.0019,313.2971,387.4804,954.6484999999999,646.5602,563.7758,1730.0384
25_1,196.2516,-99.9353,221.7023,-168.4936,685.3503,-13.922,128.9968,-756.1404,209.8498,-461.7909,1447.6921,-7.2347,296.1869,390.1959,699.2723,885.1372,671.6407,1454.9268
25_2,200.3966,-31.4173,236.3043,-132.9292,673.6294,9.1765,136.6742,-750.6877,188.6345,-440.7866,1331.9752,-11.9168,231.81390000000002,369.23350000000005,664.4529,887.3619,629.4211,1343.892
25_3,163.0014,-84.4985,233.2574,-143.9728,702.6457,-10.9897,103.7035,-642.2577,181.9874,-474.4165,1362.3273,-10.0454,247.4999,377.23019999999997,713.6354,745.9612,656.4039,1372.3727
25_4,198.3325,-100.7195,228.1095,-158.3436,678.5046,-6.2151,121.7522,-704.0719,211.8426,-463.2527,1477.1406,-8.3206,299.052,386.4531,684.7197,825.8241,675.0953,1485.4612
25_5,235.1577,-86.9204,216.0816,-104.6681,683.1338,-2.3939,21.452,-650.495,223.7475,-388.1723,1319.1727,-2.2108,322.0781,320.7497,685.5277,671.947,611.9198,1321.3835000000001
263_1,205.038,-114.2592,158.7763,-90.4909,927.7927,37.2327,68.8317,-541.4036,84.9892,-302.5986,1412.3492,-19.728,319.29720000000003,249.2672,890.56,610.2352999999999,387.58779999999996,1432.0772000000002
263_2,202.6049,-152.7716,181.9072,-100.0256,943.9151,11.8284,74.9146,-566.604,104.5863,-307.5092,1304.8331,-21.5385,355.37649999999996,281.9328,932.0867000000001,641.5186,412.0955,1326.3716
263_3,242.3913,-135.5823,163.5395,-80.804,977.4526,44.5404,71.8521,-610.8247,83.5234,-335.7335,1354.3333,-22.1643,377.97360000000003,244.3435,932.9122,682.6768,419.2569,1376.4976
263_4,207.761,-146.8552,173.8412,-70.3026,983.4142,18.785,73.8066,-514.0649,103.7594,-297.6879,1357.7728,-22.0243,354.6162,244.1438,964.6292000000001,587.8715,401.44730000000004,1379.7971
263_5,216.5113,-157.9502,188.1576,-91.6239,944.6411,13.348,78.9327,-578.415,89.3529,-310.1952,1401.4124,-20.3895,374.4615,279.7815,931.2931000000001,657.3476999999999,399.5481,1421.8019
263_6,197.1272,-123.75,178.3596,-77.9286,929.0581,6.2726,58.5466,-529.9589,56.6309,-335.7964,1265.5368,-17.5675,320.8772,256.2882,922.7855,588.5055,392.4273,1283.1043000000002
263_7,214.5387,-157.1154,198.7771,-87.7432,885.261,11.7083,65.0151,-638.9893,100.8523,-373.0397,1436.8119,-20.6393,371.65409999999997,286.5203,873.5527,704.0043999999999,473.892,1457.4512
263_8,212.0361,-181.568,186.9582,-55.8042,952.1936,9.6416,77.3954,-619.1671,69.8396,-354.4307,1494.5224,-21.4257,393.6041,242.7624,942.5519999999999,696.5625,424.2703,1515.9481
265_1,215.3837,-133.7362,151.9267,-30.8906,823.6785,65.1578,98.8305,-683.2746,290.6616,-466.6656,1759.0263,-16.5202,349.11990000000003,182.81730000000002,758.5207,782.1051,757.3272,1775.5465
265_2,219.0025,-88.3705,179.7068,-121.2395,827.3275,0.1821,52.8965,-710.8212,270.1816,-400.2329,1639.0349,-9.3707,307.373,300.9463,827.1454,763.7176999999999,670.4145,1648.4056
265_3,211.6405,-117.7803,168.2948,-139.5595,815.1914,4.3707,108.2454,-659.1945,313.7211,-393.9415,1726.0107,-17.5707,329.4208,307.8543,810.8207,767.4399,707.6626,1743.5814
265_4,213.9929,-119.0193,161.5875,-168.0863,838.6765,-7.6905,89.5695,-661.6145,303.3871,-414.762,1772.8753,-20.2043,333.0122,329.67380000000003,846.3670000000001,751.184,718.1491,1793.0796
265_5,222.0959,-139.5848,125.0281,-81.9438,843.7191,-11.7407,47.5664,-628.3786,347.4855,-428.8138,1690.1999,-7.5495,361.6807,206.9719,855.4598,675.945,776.2993,1697.7494000000002
265_6,278.268,-130.867,178.1364,-68.5997,853.1674,-3.3142,149.6117,-665.486,156.3869,-426.8347,1671.0987,-9.1184,409.135,246.73610000000002,856.4816000000001,815.0977,583.2216,1680.2171
265_7,201.0809,-155.3709,133.628,-77.3835,837.5302,-16.6441,132.578,-727.2307,343.7683,-446.2806,1790.0769,-18.41,356.45180000000005,211.01149999999998,854.1743,859.8086999999999,790.0489,1808.4869
265_8,229.1972,-117.7574,190.0909,-151.4378,815.0164,-2.3532,55.6116,-665.5874,227.71,-435.4022,1631.9531,-10.5573,346.9546,341.5287,817.3696,721.199,663.1122,1642.5104
268_1,328.3456,-162.7236,176.6165,-61.2662,846.7627,72.281,156.8543,-806.0209,210.4818,-364.3429,1557.9729,-25.4616,491.0692,237.8827,774.4817,962.8752,574.8247,1583.4345
268_2,247.2334,-160.3366,156.0696,-99.1441,752.5347,59.861,135.0413,-850.149,226.8909,-387.7921,1561.2953,-19.0335,407.57,255.21370000000002,692.6737,985.1903,614.683,1580.3288
268_3,258.6822,-162.4294,160.3743,-104.2266,760.5621,65.1824,157.1737,-830.6608,203.1777,-351.0978,1573.7088,-16.7084,421.1116,264.6009,695.3797,987.8344999999999,554.2755,1590.4172
268_4,237.7865,-185.4629,152.9253,-75.4651,796.9754,50.2461,143.1242,-902.7926,246.4498,-360.0283,1634.4693,-23.7415,423.2494,228.3904,746.7293000000001,1045.9168,606.4781,1658.2108
268_5,280.7707,-145.3285,156.5315,-108.4093,874.7314,83.9392,193.4455,-810.4773,162.2397,-328.5572,1491.0657,-16.66,426.0992,264.94079999999997,790.7922,1003.9228,490.79690000000005,1507.7257000000002
268_6,382.1962,-164.9353,186.4702,-100.9905,865.9248,82.1049,155.5694,-771.6051,175.4049,-391.3009,1494.4182,-28.7918,547.1315,287.4607,783.8199,927.1745,566.7058,1523.21
268_7,386.2337,-163.4072,176.142,-86.003,871.739,62.8962,180.3304,-863.4122,218.5759,-417.355,1630.9694,-34.6904,549.6409,262.145,808.8428,1043.7426,635.9309000000001,1665.6598
268_8,227.531,-174.8328,182.1323,-58.8112,853.9913,56.8806,151.5464,-885.2418,164.6888,-361.1203,1620.3808,-27.4851,402.36379999999997,240.94349999999997,797.1107000000001,1036.7882,525.8091,1647.8659
273_1,164.9408,-115.2722,247.4281,-128.4499,868.3683,30.0281,113.9552,-722.6981,243.5491,-436.9889,1831.7657,-5.757,280.21299999999997,375.87800000000004,838.3402,836.6533,680.538,1837.5227
273_2,171.6773,-117.5657,225.608,-129.2714,850.1676,-3.4216,144.0698,-807.0546,294.6705,-393.1404,2041.771,0.3392,289.243,354.87940000000003,853.5892,951.1244,687.8109,2041.4318
273_3,165.0343,-214.9163,251.8701,-118.9422,890.5253,-18.5239,109.9102,-545.0832,248.5168,-400.3059,1797.3854,-1.6083,379.9506,370.8123,909.0492,654.9934000000001,648.8226999999999,1798.9937
273_4,167.9234,-112.2753,199.8402,-120.2695,857.4429,24.5064,190.4787,-715.2116,264.177,-401.5326,1931.8025,1.6378,280.1987,320.1097,832.9365,905.6903,665.7096,1930.1647
273_5,186.5618,-132.8427,249.3799,-107.2878,878.6514,-0.5925,108.2294,-732.0177,302.2939,-396.5759,1948.3216,0.1017,319.4045,356.66769999999997,879.2438999999999,840.2471,698.8697999999999,1948.2199
273_6,237.8723,-115.7449,224.0933,-195.6577,863.4985,36.2271,160.7637,-737.1733,210.8266,-416.8199,1706.3434,-1.3374,353.6172,419.751,827.2714000000001,897.937,627.6465000000001,1707.6807999999999
279_1,309.4127,-228.2994,240.8148,-142.5449,1157.7116,208.5987,189.4074,-917.2221,272.2057,-536.5269,2268.7755,-25.4697,537.7121,383.3597,949.1129000000001,1106.6295,808.7325999999999,2294.2452000000003
279_2,367.2585,-244.382,169.4346,-162.5867,1149.5609,242.2123,209.7925,-1267.3764,260.0936,-428.2886,2558.2749,-5.788,611.6405,332.0213,907.3485999999999,1477.1689000000001,688.3822,2564.0629
279_3,365.6644,-261.3646,164.95,-169.7508,1135.771,82.1276,214.3679,-961.0079,315.7489,-407.5113,2000.9194,-6.0124,627.029,334.70079999999996,1053.6434,1175.3758,723.2601999999999,2006.9318
279_4,333.1522,-281.4061,217.1098,-223.0024,1146.6909,-19.1618,194.8188,-892.1572,336.6678,-534.5862,2049.4747,-23.7701,614.5582999999999,440.11220000000003,1165.8527000000001,1086.976,871.2539999999999,2073.2448000000004
