session_swing,range_lead_hip_x,range_lead_hip_y,range_lead_hip_z,range_lead_shoulder_x,range_lead_shoulder_y,range_lead_shoulder_z,range_pelvis_x,range_pelvis_y,range_pelvis_z,range_rear_hip_x,range_rear_hip_y,range_rear_hip_z,range_rear_shoulder_x,range_rear_shoulder_y,range_rear_shoulder_z,range_torso_x,range_torso_y,range_torso_z,range_torso_pelvis_x,range_torso_pelvis_y,range_torso_pelvis_z,max_lead_hip_y,max_lead_hip_z,max_lead_shoulder_x,max_lead_shoulder_y,max_lead_shoulder_z,max_pelvis_x,max_pelvis_y,max_pelvis_z,max_rear_hip_x,max_rear_hip_y,max_rear_hip_z,max_rear_shoulder_x,max_rear_shoulder_y,max_rear_shoulder_z,max_torso_x,max_torso_y,max_torso_z,max_torso_pelvis_x,max_torso_pelvis_y,max_torso_pelvis_z,max_rfx,min_rfx,max_rfy,min_rfy,max_rfz,min_rfz,max_lfx,min_lfx,max_lfy,min_lfy,max_lfz,min_lfz,range_rfx,range_rfy,range_rfz,range_lfx,range_lfy,range_lfz,bat_speed_mph_max_x
45_5,735.968,459.3769,774.5127,632.9573,733.7826,1326.1293999999998,439.3805,412.19359999999995,727.0951,717.6561999999999,522.4744000000001,480.37100000000004,921.7063,595.8842999999999,1549.8739,140.9379,145.4283,933.9440999999999,290.0849,493.80310000000003,343.8411,80.3238,207.4539,225.8931,443.1758,771.4988,318.5327,141.8688,647.056,136.7425,221.0944,274.5341,560.3676,461.2548,1181.0662,81.7222,119.2596,877.161,159.994,373.9546,234.2557,179.7676,-293.8179,276.8433,-136.9891,823.9149,-40.1835,42.1436,-483.1296,146.0518,-245.9162,1532.0591,-1.0716,473.5855,413.8324,864.0984,525.2732,391.96799999999996,1533.1307,66.2525
450_1,842.9488,669.7737000000001,1265.8966,996.3666000000001,627.5034,1400.4487,339.67539999999997,510.85470000000004,1056.5652,659.6247,506.5557,436.2061,999.7775999999999,701.5752,1293.0074,368.7123,231.24360000000001,1173.9026,410.461,484.2113,470.48749999999995,112.1701,373.4379,312.8033,301.2256,888.7354,246.9217,191.735,916.0219,87.4936,259.0331,164.0006,628.8539,534.3482,952.0234,238.8105,206.1287,1090.6812,264.4229,331.1139,321.0032,210.4302,-76.6031,237.9697,-93.5262,789.538,40.5622,155.3653,-899.7098,136.6604,-389.5541,2000.7195,-15.5845,287.0333,331.4959,748.9758,1055.0751,526.2145,2016.3039999999999,66.6926
450_2,575.7125,637.1849,1230.6559,957.884,675.0988,1301.0787,284.8506,553.8545,985.0941,561.558,476.74210000000005,313.22929999999997,824.7841000000001,714.0748,1365.7897,311.7803,186.9306,1179.7674,364.9234,444.2662,640.1997,150.2754,305.7979,316.1832,273.1092,885.8724,216.5552,244.7094,838.6349,91.1806,296.1403,128.2356,414.535,587.1876,988.4927,217.1651,158.0146,1064.7231,241.2391,320.7995,413.0578,201.6292,-37.7855,232.9229,-70.1544,784.9112,59.6814,149.7417,-864.636,135.114,-422.8134,1827.3249,-16.5331,239.41469999999998,303.0773,725.2298000000001,1014.3777,557.9274,1843.8580000000002,67.7343
450_3,613.127,688.4845,1099.4346,880.7235000000001,663.2768000000001,1348.3893,317.7928,531.5097000000001,913.306,613.3246999999999,438.8494,372.9796,886.2688,851.4706,1401.0701,331.5179,289.32820000000004,1202.6498,308.1056,487.27520000000004,632.1645,154.601,255.1947,228.6434,328.9515,882.7028,221.5988,213.5163,818.3962,75.3594,193.0783,69.1035,511.6138,734.2994,977.9558,239.015,239.734,1071.6569,191.2213,341.2217,378.2183,242.6751,-81.9875,172.1141,-53.7718,805.233,-27.0159,104.6077,-987.4424,187.0029,-474.8884,2451.5253,-12.0784,324.6626,225.8859,832.2488999999999,1092.0501,661.8913,2463.6036999999997,70.1481
450_4,698.8634,684.9942,1057.464,986.2370000000001,693.8424,1377.0305,277.6686,469.53090000000003,970.6988,628.1199,426.824,411.1055,873.2232,743.0623,1295.7835,310.1404,271.9563,1192.1904,322.3479,421.53679999999997,582.8605,137.3582,301.9987,256.3942,313.8677,882.9486,207.5654,181.074,887.9705,163.7723,220.0978,196.9554,481.822,640.3748,920.4996,194.7107,242.5034,1063.9042,198.4409,269.5257,362.7022,205.5203,-35.6143,228.2624,-92.3444,810.5974,70.0705,168.6027,-1034.6598,151.8998,-450.4422,2293.7968,-22.7958,241.13459999999998,320.6068,740.5269,1203.2624999999998,602.342,2316.5926,65.6142
450_5,667.627,648.0177,1132.769,925.1887,758.9606,1413.9826,295.7114,501.98760000000004,1048.2869,614.2989,570.3706999999999,348.3777,886.3359,656.4212,1400.2486000000001,313.6708,215.5388,1186.997,337.52660000000003,452.8906,525.8122,102.4683,308.8535,321.6412,287.0822,871.0456,205.0234,217.7091,921.2466,100.1878,302.4904,96.8747,469.8562,563.9829,1044.9843,182.2216,184.9828,1076.1873,234.7945,329.575,416.9608,210.8114,-82.2857,222.6309,-67.4198,808.758,27.0286,126.927,-929.9748,114.7453,-448.5431,2085.8937,-16.6897,293.0971,290.0507,781.7294,1056.9017999999999,563.2884,2102.5834,66.4277
450_6,646.3436999999999,653.7688,942.6832,904.3128,859.5756,1294.6187,248.29379999999998,493.5321,1052.8642,563.4352,499.0539,278.2646,932.6806,765.3262,1425.5463,310.41700000000003,237.4494,1188.6972,350.3518,486.48580000000004,648.6117,119.5737,274.0036,295.5661,408.2824,885.228,190.9611,186.5403,870.644,76.1154,266.4754,100.5136,605.556,642.3438,1045.7601,189.7715,196.8003,1045.1234,199.7599,319.4295,450.9576,207.8948,-59.2236,209.9433,-60.8737,807.2606,45.6891,147.1341,-1094.1426,166.5764,-445.9203,2408.3956,-21.7348,267.1184,270.817,761.5714999999999,1241.2767,612.4967,2430.1304,66.4394
450_7,658.2567,707.0854999999999,857.2701,819.9598,817.4356,1337.5312,319.7184,535.7292,1110.0714,569.756,601.0692,270.93100000000004,783.4681,817.5604999999999,1433.2777999999998,289.1634,236.8657,1111.8705,334.472,541.6596999999999,785.2644,144.6211,301.3332,300.3206,479.2286,924.0507,227.5078,227.6081,861.3319,79.0192,349.5708,95.6156,474.2509,715.3923,975.9608,192.8939,199.6183,1033.4172,217.9153,355.1835,469.956,208.022,-38.9533,238.7054,-59.3169,800.2197,77.5294,127.4373,-934.641,115.726,-429.1661,1910.6161,-22.8927,246.9753,298.0223,722.6903,1062.0783,544.8921,1933.5088,68.3105
450_8,617.3845,763.4603,1219.7979,1017.5898,744.2036,1359.2962,317.8713,512.8642,894.9543,598.7303,437.4172,403.94910000000004,866.5943,798.7885,1493.5420000000001,306.068,354.84700000000004,1271.1951000000001,404.0875,505.712,646.1567,201.8215,294.4994,355.7035,267.2362,905.616,234.9937,218.7137,836.9062,84.2838,189.263,136.6503,557.7213,677.6505,1056.6981,162.7253,305.0391,1097.2896,191.7013,341.9199,425.3537,220.0417,-42.9019,234.8046,-86.6771,780.9557,42.211,177.1062,-941.0742,149.105,-381.9026,1903.4091,-16.6866,262.9436,321.4817,738.7447,1118.1804,531.0076,1920.0957,68.5179
451_1,839.1399,393.99960000000004,797.1067,576.5203,601.9952,1948.7082,438.9294,440.1559,904.8323,609.0784,534.8906,457.5981,649.0054,1020.2752,1984.4043000000001,282.6759,223.3025,913.5997,246.9568,487.53790000000004,680.1016,36.9544,409.1207,190.8374,185.6002,1403.2883,249.993,144.2286,637.644,50.622,272.972,207.6926,428.1622,748.4614,1162.8124,141.7272,185.4404,854.5393,110.3641,395.0423,502.8005,177.4505,-149.0208,234.1012,-104.1328,874.093,-3.1334,163.882,-905.1548,104.7699,-356.4658,1671.192,-4.0046,326.47130000000004,338.23400000000004,877.2264,1069.0368,461.2357,1675.1966,64.8666
451_2,712.7344,502.2312,805.2555,849.2134000000001,735.7408,1573.5319,397.8438,407.90049999999997,920.0147,666.7345,518.0415,388.96849999999995,745.8671999999999,1195.6313,1731.5607,299.8725,355.9799,1090.8476,297.5155,601.3557,690.2301,85.3983,414.6018,226.777,191.9071,989.7621,248.9927,133.1349,695.4037,59.2833,233.731,156.9962,550.3529,774.334,1232.4604,131.9693,186.7474,872.6697,159.5224,417.3055,346.4905,196.7789,-142.0677,201.8013,-140.0585,941.3033,-6.6894,120.5023,-873.9018,108.0222,-389.1501,1848.8403,-10.5706,338.84659999999997,341.8598,947.9927,994.4041,497.1723,1859.4109,63.0163
451_3,844.279,379.79870000000005,859.2654,870.5482,428.7276,1567.9022,356.7318,419.084,888.9395,614.1496000000001,498.2326,480.3412,694.6422,1107,1791.7676,247.8946,215.6471,904.8838999999999,120.2902,488.77369999999996,537.3484,62.1815,439.6361,253.3566,95.6322,1187.3131,227.8558,102.69,625.519,57.2268,279.6681,251.6346,442.8624,788.4941,966.079,160.1285,155.7686,830.5685,61.9107,404.6162,343.7853,154.0083,-68.2434,207.6337,-61.9456,861.9304,12.6262,187.8878,-852.616,157.3782,-335.5081,1766.9425,-6.0292,222.25169999999997,269.5793,849.3041999999999,1040.5038,492.8863,1772.9717,64.4715
451_4,875.6771,407.9364,978.8603,592.9544000000001,566.7253,1778.3663999999999,393.38199999999995,386.1988,872.0272,664.3222000000001,478.5953,388.6237,682.5602,1251.2658000000001,1645.1159,301.9689,265.3053,911.0593,175.78859999999997,532.1691,918.4825999999999,58.4316,443.7651,231.9452,188.7719,1380.088,253.8378,96.5724,658.5627,41.6638,242.0123,182.4198,448.6341,812.5793,1102.884,174.8718,182.9378,874.2584,103.4506,393.4677,599.209,190.9917,-151.4066,206.13,-69.7845,887.0488,-5.0823,174.1564,-834.286,155.9242,-394.1772,1649.6085,-6.3668,342.3983,275.9145,892.1311000000001,1008.4423999999999,550.1014,1655.9753,65.4655
451_5,883.6607,417.9905,970.548,605.8104000000001,653.9093,1560.8366,438.3517,437.3688,913.0674,655.3812,450.8908,525.8778,666.3405,1107.8973999999998,2006.069,298.67100000000005,252.8234,950.9819,257.21659999999997,547.5071,591.8047,45.0509,400.091,193.9758,130.589,1078.2537,233.2448,125.3263,686.8938,32.3695,209.7815,270.8614,384.149,813.608,1208.375,153.9601,197.2465,885.0549,124.2504,393.4912,470.5074,197.6454,-172.0802,192.0898,-54.2967,853.5206,-25.3966,138.6656,-856.1387,135.1178,-403.1829,1695.7836,-6.3521,369.7256,246.3865,878.9172,994.8043,538.3007,1702.1357,63.5291
451_6,891.4599,389.0625,856.692,628.8395,584.7799,1820.4769000000001,395.82280000000003,438.8147,983.408,634.5975,520.5312,375.05420000000004,787.9299,1272.2986,1946.6743999999999,234.1685,276.8416,958.0944000000001,257.8292,555.3442,985.482,48.7411,422.7621,303.6572,208.6834,1434.8945,237.0811,109.1487,686.3397,39.1677,273.9338,146.2596,526.333,827.5406,1278.9334,114.3751,183.4927,916.743,122.8403,413.95,584.0809,169.6929,-110.5678,199.9543,-106.5982,861.4441,16.338,174.9563,-801.3519,135.4803,-347.7082,1517.5761,-5.7328,280.26070000000004,306.5525,845.1061000000001,976.3081999999999,483.1885,1523.3089,69.0179
451_7,922.4381,452.495,922.0447999999999,725.4435,622.0916,1316.9762999999998,400.1503,422.4028,921.5747,651.9272,532.3783000000001,463.97130000000004,779.8525,1136.3499,1917.5713,324.8684,266.43359999999996,946.3828000000001,249.8562,577.7047,614.8029,87.1658,408.4703,222.3089,119.8423,887.079,222.0396,100.435,682.4124,37.03,239.4905,226.9576,493.0947,837.379,1165.0737,122.8443,178.3199,903.6285,135.8757,407.4189,472.9883,210.422,-124.518,195.0767,-159.3819,1001.8408,-3.5252,190.354,-868.6452,179.2864,-389.4975,1607.8228,-7.2892,334.94,354.4586,1005.366,1058.9992,568.7839,1615.1119999999999,66.8019
451_8,951.8221,425.4139,959.7828,738.1226,616.481,1823.9723,383.4552,438.95050000000003,981.6919,563.5908,543.749,682.3817,677.7764,1053.81,2171.6803,321.43489999999997,206.3836,968.0294,162.6394,514.488,799.7628,88.0004,388.4576,221.1983,160.9304,1384.4049,215.0212,108.7961,648.2849,32.3775,258.3816,366.5745,376.5317,768.6001,1364.014,186.3496,152.6485,873.1574,81.0561,391.8039,611.5956,219.4705,-113.3843,195.6275,-91.9858,889.8234,-16.601,152.6704,-940.8065,116.1055,-410.4956,1658.7024,-11.0598,332.85479999999995,287.6133,906.4244,1093.4769000000001,526.6011000000001,1669.7622,65.2349
468_1,745.5182,503.2227,581.9765,867.7437,776.3302,1345.6983,344.3066,268.0993,864.5655,722.26,537.6183,922.4128000000001,977.211,671.8424,1321.8044,191.0704,201.1533,1027.3135,348.8059,421.1175,514.3609,75.2491,166.0343,308.9825,416.8018,1010.4473,199.2892,93.1016,766.5783,76.7751,166.3603,312.608,527.6663,505.5929,956.3046,61.435,147.7917,944.3528,256.3582,347.3799,254.8695,270.1989,-134.5531,210.5053,-81.0832,863.1348,-20.0306,50.2156,-473.7587,179.2385,-280.8079,1113.6069,-9.1796,404.75199999999995,291.5885,883.1654000000001,523.9743,460.0464,1122.7865,66.3653
468_2,747.4801,478.1258,638.2378,939.8298,796.4573,1430.7395999999999,378.6119,285.86199999999997,920.2352000000001,668.0674,425.558,967.8753,1069.2541,658.7217,1382.7271,249.8413,247.7971,970.0145,390.947,432.753,585.1093000000001,101.7184,193.6542,318.04,434.1248,1118.8662,223.3612,100.8561,802.2676,66.025,175.9067,225.7455,627.5556,473.0107,1002.584,110.5609,194.8477,896.2871,289.2509,348.1006,341.3516,207.2359,-120.8611,213.1959,-88.6459,873.2948,-33.6324,43.4595,-527.2906,205.4723,-281.4217,1260.9554,-7.8597,328.097,301.8418,906.9272,570.7501000000001,486.894,1268.8151,64.962
468_3,773.0092,504.07000000000005,533.9592,900.9025999999999,837.0507,1596.0531999999998,345.4542,291.0463,909.155,724.2914,441.16700000000003,854.2741,999.5055,574.1742999999999,1319.4657,213.3397,254.46450000000002,1010.5092,466.8174,347.97659999999996,502.2241,97.3144,180.1021,275.1624,519.6351,1249.1179,196.7572,128.4551,734.2792,94.2537,172.4507,188.6215,597.8683,424.2252,965.1611,113.5063,204.9763,938.4208,299.4485,276.246,239.5183,283.6748,-109.1388,223.7677,-64.6649,854.1798,-28.9154,21.9701,-416.6283,139.3324,-295.0764,1148.3504,-5.3584,392.8136,288.4326,883.0952,438.5984,434.4088,1153.7088,64.8097
468_4,714.4319,542.2865,687.0931,937.6505,774.4704999999999,1534.7684,376.4845,317.0747,915.6096,787.1023,468.969,901.8895,1062.7514999999999,578.6682000000001,1380.266,274.4462,265.2695,962.4826,410.2883,434.9727,550.5939000000001,126.3755,211.3067,288.1354,473.77,1222.5437,202.9059,123.5676,749.3602,203.0399,183.0482,245.7838,632.073,432.1558,992.053,131.6257,219.0446,868.8585,272.534,360.5028,285.6308,243.0866,-115.6698,230.6963,-90.5281,852.5454,-35.8779,45.3136,-469.394,179.1567,-278.3703,1165.2438,-4.9706,358.7564,321.2244,888.4232999999999,514.7076,457.527,1170.2144,65.8408
468_5,770.3069,501.7291,746.388,889.3226,772.3054,1330.5938,335.1595,313.3184,850.3323,753.6404,557.1825,775.8302,1160.6815,696.1098,1362.2249,371.7408,263.5903,918.8661,397.94899999999996,408.11269999999996,615.6264,78.678,291.6505,259.2487,437.1505,1002.7451,195.6103,135.2805,722.9197,119.8664,163.4825,197.2903,581.9526,573.7705,1042.5063,159.4124,181.3398,851.7678,330.6228,313.4786,374.1595,175.1353,-104.1713,238.8008,-75.0517,853.3181,-32.512,29.2238,-435.0512,195.8649,-308.6708,1107.211,-5.9132,279.3066,313.8525,885.8300999999999,464.275,504.5357,1113.1242,65.9811
468_6,731.4045,475.27740000000006,601.403,916.9823,985.9021,1858.6888,387.29110000000003,338.1411,888.027,698.8196,437.3588,847.1314,1094.7406999999998,587.5514000000001,1450.8207,250.851,247.51459999999997,1067.0803,378.4382,469.4626,583.3515,87.477,178.5671,359.7849,669.6971,1533.4122,235.3519,138.487,739.3085,78.9871,167.6588,235.077,638.2642,419.6841,1032.176,147.6525,192.2334,940.918,272.3275,381.8553,274.4467,230.7102,-128.4178,221.1875,-100.8632,852.1105,-23.7426,46.8596,-544.963,172.5728,-300.1559,1227.9379,-12.1675,359.128,322.0507,875.8531,591.8226,472.7287,1240.1054,65.4069
468_7,725.7058,520.7016,691.2061,862.5854,810.4303,1387.469,361.17560000000003,288.8936,880.6298999999999,686.3156,558.1312,1040.2687999999998,971.2719,614.6504,1300.1961,284.7018,293.9098,977.9882,375.74710000000005,441.7927,514.5196,145.6594,225.0395,274.1553,499.0763,1138.228,229.0323,108.4139,779.175,83.9213,142.9597,321.6649,472.5731,469.1604,946.9495,154.154,229.1364,899.4351,273.1306,342.7343,255.2965,259.9423,-150.0462,228.9254,-104.1685,855.241,-44.255,33.1609,-492.7679,198.6491,-255.8022,1262.5278,-6.7785,409.9885,333.09389999999996,899.496,525.9288,454.4513,1269.3063,65.2249
468_8,758.0496,465.47389999999996,659.4274,954.4024,755.1731,1405.112,413.5672,331.6854,846.8193,742.2347,478.6049,830.013,1111.4541,534.9189,1415.8658,259.6719,280.4017,1033.0765000000001,445.21790000000004,395.8863,512.7801,125.1885,236.8537,281.8126,494.7774,1100.8812,237.9592,144.3426,711.2324,87.067,167.3635,180.6263,643.8013,402.1954,1068.7159,159.9373,197.8345,925.5741,328.9195,312.3653,233.0768,386.3428,-99.5395,217.9805,-62.7396,939.7903,-46.9301,21.8515,-452.8213,141.6906,-274.7347,1180.4879,-5.3362,485.8823,280.7201,986.7204,474.6728,416.4253,1185.8241,65.4033
47_1,703.0355999999999,603.8252,882.9715,667.2163,401.23040000000003,718.2137,328.3619,351.5215,894.8704,659.8529000000001,251.4924,854.9782,864.8492,675.258,1003.8638,339.3159,237.22590000000002,1055.9845,249.459,351.4892,322.0844,115.8736,216.7963,145.8849,59.93,518.2719,255.2834,162.8426,811.7972,62.7897,139.4752,82.9302,357.6294,517.2233,790.3401,264.0518,197.901,958.4118,163.5723,253.3089,220.1158,170.2768,-96.4729,160.8145,-71.6599,669.4876,-12.5507,67.2824,-574.9664,132.5123,-274.6985,1296.0987,-2.9645,266.7497,232.4744,682.0383,642.2488000000001,407.21080000000006,1299.0632,62.287
47_2,768.8079,594.908,1216.3834,755.3526,548.7998,759.3245,303.56,298.1443,919.1454000000001,645.6944,263.4019,801.3991,670.4507,643.5346999999999,1014.4638,245.6544,229.4196,1113.5846999999999,241.54019999999997,298.7044,338.759,163.5629,385.3761,211.2245,159.1426,468.4929,237.2922,110.1314,731.1565,68.564,138.4451,85.6016,208.2599,483.7245,714.3469,169.2386,170.0875,909.0535,109.0499,225.6303,211.1271,230.834,-85.5615,183.8649,-59.9399,675.7338,9.2198,84.4646,-489.3236,124.3445,-227.6385,1265.8244,-3.5769,316.39549999999997,243.8048,666.514,573.7882,351.983,1269.4013,63.2143
47_3,612.0192999999999,874.7933,1138.5882,814.8021000000001,607.1676,620.4597,413.6399,355.1617,863.259,613.6636,485.42740000000003,949.5239999999999,721.3834999999999,833.5683999999999,1049.2235,157.8025,221.57420000000002,975.7367,380.7785,441.785,384.6295,425.176,295.2542,161.7443,201.6633,379.1035,332.9593,168.5584,766.0707,36.1001,149.4648,145.0655,217.2335,595.786,837.9903,55.4016,187.4233,899.1282,252.1862,269.968,243.5086,159.6627,-116.7678,144.9152,-75.798,663.7959,-8.6229,24.1789,-414.3892,235.5794,-299.5806,1291.3098,-3.0494,276.4305,220.7132,672.4187999999999,438.5681,535.16,1294.3592,57.8982
47_4,632.1614999999999,550.4445,1219.4114,786.6084000000001,514.1084,714.81,306.7964,298.6645,841.4491,584.961,301.2276,903.2069,559.3428,558.9483,1173.2749,174.7378,193.01239999999999,923.0431,196.7754,355.15319999999997,315.9482,119.5115,327.6792,146.6302,61.4703,475.2018,227.4386,101.181,756.2575,43.082,147.1977,80.0139,196.0767,438.2701,911.4377,113.8218,160.511,856.8832,126.2798,261.6151,181.0835,161.0134,-88.5475,186.4206,-50.0296,654.3286,5.2748,64.6544,-463.4547,115.357,-261.2105,1247.61,-5.9383,249.5609,236.4502,649.0538,528.1091,376.5675,1253.5483,60.9174
47_5,682.4445000000001,545.5783,1317.6099,735.9629,607.1065,1058.7066,325.8539,314.0249,914.4285,632.2298,270.8998,870.0995,776.7202,600.322,1357.5769,222.4075,199.63400000000001,1075.9993,253.1128,307.7885,307.7469,97.1285,467.6558,151.0152,133.945,738.873,269.4451,121.1202,767.5121,45.9529,147.4119,73.0869,313.0749,418.0504,1049.3232,166.8492,156.0995,914.5894,157.8384,234.2997,195.7819,248.3067,-79.7171,181.2007,-57.8468,715.6964,5.3082,94.5874,-542.3214,107.5071,-240.1393,1353.9025,-3.8533,328.0238,239.0475,710.3882,636.9088,347.64639999999997,1357.7558,64.1223
474_1,668.7129,362.6914,930.0808,1018.4594,538.139,1094.6596,389.5215,301.9204,669.6906,556.9397,352.4028,330.8241,871.7850000000001,722.4670000000001,1847.9783,399.0222,191.3423,930.509,439.82910000000004,429.3793,758.8373,121.4379,409.5573,463.8206,200.6872,832.5796,262.4214,142.9135,559.4792,131.1008,120.1937,115.5025,395.0792,452.8912,1238.8687,206.0626,118.6888,841.5659,237.3991,231.1979,265.1068,186.2304,-182.7344,168.85,-114.9961,949.9743,-1.6884,62.2081,-808.8287,250.5087,-276.5849,2033.7605,-4.7387,368.96479999999997,283.8461,951.6627,871.0368000000001,527.0936,2038.4992000000002,67.1284
474_2,572.4888000000001,315.5197,992.5021999999999,973.2894,531.716,1256.6021,386.8665,335.424,636.2693,418.6742,228.6309,349.9816,896.1423,766.8677,2750.7306,366.7172,199.4538,1065.9153,411.1327,377.1262,843.1554,41.7476,425.354,384.2469,221.5371,808.1315,238.425,145.569,576.2439,86.8721,85.2048,103.9975,466.7799,557.7961,2040.8115,180.7696,137.0579,1008.1554,194.9679,256.5524,422.8162,195.2053,-211.6589,192.7831,-50.1907,979.6313,-9.8275,87.1897,-761.6108,187.5538,-259.1365,1814.3164,-2.8561,406.8642,242.97379999999998,989.4588,848.8005,446.6903,1817.1725,69.0834
474_3,531.3568,300.8882,799.317,938.2842,436.27570000000003,968.1023,324.118,321.2924,645.7121,390.2906,207.9842,328.7634,859.2224,661.9176,2000.9029999999998,262.9166,226.7052,845.4884,266.1838,434.39740000000006,778.1231,44.4412,329.8493,401.5242,199.7681,763.6902,198.9189,131.7585,602.653,62.4398,69.3232,79.0816,413.0225,480.8416,1384.0774,143.0709,145.3073,792.0038,180.8271,280.4374,311.6822,190.5239,-191.3766,177.1351,-112.391,991.3633,-4.968,50.8303,-653.3963,125.9874,-265.4379,1785.153,-2.7412,381.90049999999997,289.5261,996.3312999999999,704.2266,391.4253,1787.8942,68.4086
474_4,599.4339,314.7014,1028.8276,880.3321000000001,630.9905,1372.5305,391.63,347.82370000000003,689.7705000000001,386.5401,274.1287,346.2228,793.2544,560.3203,2227.7906,286.7588,271.12890000000004,898.678,337.9325,479.41859999999997,865.7204999999999,61.8319,392.2884,386.6703,248.0407,871.1198,255.99,140.2793,601.9102,71.9601,92.7049,108.4491,329.2711,379.4919,1509.5273,143.2518,170.0123,844.6328,139.5776,279.7406,378.7141,186.6593,-207.0374,192.8271,-112.1546,970.4282,-3.4115,101.8152,-799.4622,161.8019,-232.4106,1887.7076,-2.7755,393.69669999999996,304.9817,973.8397,901.2774000000001,394.2125,1890.4831,66.9757
474_5,636.7107,302.7971,932.6487,979.5801,548.868,1017.3933999999999,312.76030000000003,303.1137,591.1445,446.35429999999997,261.4481,321.5814,851.0862,687.0194,2026.4944999999998,252.0039,225.54250000000002,1000.1705000000001,247.7546,439.50059999999996,810.62,36.6282,381.0328,443.0919,201.4702,737.2682,216.9983,124.5298,556.357,91.719,62.3608,58.138,400.9662,496.0602,1288.7649,148.8792,161.4764,945.0152,174.8889,283.6776,396.121,200.5788,-254.3303,170.9722,-92.4724,969.2558,-16.1668,79.0178,-773.5464,209.2825,-227.9326,1985.0489,-2.7985,454.90909999999997,263.4446,985.4226,852.5641999999999,437.2151,1987.8474,68.1302
474_6,627.498,282.7211,989.3411000000001,1015.9382,513.5599,1057.6434,349.5912,348.2334,620.5662,402.8558,220.5971,320.6714,946.1739,586.2366,2376.0864,309.8645,140.6782,861.1248,340.4325,386.0099,702.3801,32.5009,417.2475,404.5891,227.4519,808.6028,259.7808,153.8855,561.2553,52.7962,66.6698,74.532,472.9706,383.3449,1580.0297,181.6594,102.2435,811.6163,211.4429,231.1029,337.974,191.5797,-218.7058,178.0056,-81.7209,969.9071,-18.1486,83.4509,-810.7418,228.8293,-248.3937,1967.146,-3.0303,410.2855,259.7265,988.0557,894.1927000000001,477.22299999999996,1970.1762999999999,70.3693
474_7,524.341,263.7898,935.0264,1004.2064,514.0343,966.6508,314.867,342.8566,679.2833,377.73,224.7097,480.3786,761.5944999999999,703.0914,2501.4928,206.546,253.4726,884.1113,268.44190000000003,461.98440000000005,840.066,25.7818,369.1907,396.301,257.051,792.5314,216.0945,154.447,572.6331,52.3202,78.9879,195.7899,376.4847,489.4814,1774.0781,83.5626,156.5964,836.0131,188.5788,274.3192,460.4051,184.9799,-78.0428,191.3436,-133.3806,954.224,27.3855,55.3912,-723.265,120.4919,-248.1518,1666.7563,-2.766,263.0227,324.7242,926.8385000000001,778.6562,368.6437,1669.5223,67.3349
474_8,572.9457,363.09520000000003,905.3668,1003.8873,612.0587,1166.6486,356.8679,345.0476,716.157,396.2765,255.25920000000002,496.81320000000005,768.6945000000001,653.238,2833.6678,259.4393,271.5148,986.9195,301.4137,491.0616,941.6277,75.5665,308.9736,412.0367,391.2985,844.8267,236.0037,137.6382,611.3921,64.3986,124.9963,216.9161,303.1895,466.843,2126.6399,147.0165,163.095,917.4458,187.732,323.6099,418.2832,192.8988,-78.8415,177.4818,-141.3334,977.3396,33.8134,94.276,-794.0504,202.395,-240.9361,1586.4155,-2.8901,271.7403,318.8152,943.5262,888.3263999999999,443.3311,1589.3056000000001,68.2962
478_1,693.3154999999999,449.7258,816.9135,764.7004,490.8605,777.8566000000001,349.4925,340.1949,795.0498,778.7088,385.3388,440.40319999999997,804.4891,632.9386,1324.9363,246.73499999999999,214.45299999999997,956.0056999999999,235.7819,459.66880000000003,725.8499,66.2124,488.808,194.1859,208.9129,619.9352,201.2843,88.7408,747.1119,76.2191,97.6351,170.5699,428.0782,476.3816,1051.9238,104.4999,199.1948,890.1676,157.203,337.5496,503.367,312.1826,-139.3323,245.813,-220.8658,1014.3272,57.3056,66.0722,-820.0181,191.4669,-388.628,2063.5656,-10.7781,451.5149,466.6788,957.0215999999999,886.0903,580.0949,2074.3437,73.294
478_2,660.1196,552.4839000000001,943.6929,729.5036,490.1445,775.673,335.36609999999996,371.3284,874.6193,768.266,262.262,423.3456,846.9450999999999,548.4221,1448.0466999999999,270.4618,243.2382,1028.321,262.8573,549.0721,685.2656,141.8685,534.2403,242.5432,240.088,596.9337,176.362,96.2424,724.2366,83.9952,73.9303,177.0951,543.0618,438.0279,1066.3572,149.2275,198.9946,890.063,180.5473,337.9778,438.872,413.67380000000003,-122.4519,220.9516,-206.0932,1323.2144,32.8943,108.7356,-809.8383,277.2484,-392.4045,2027.1731,-5.5588,536.1257,427.0448,1290.3201000000001,918.5739,669.6529,2032.7319,71.5881
478_3,726.181,674.9005999999999,807.8923,729.0569,612.0681999999999,845.4981,344.4979,361.6915,758.6549,727.3847999999999,348.5139,454.2427,825.6158,640.9917,1595.0132999999998,275.15729999999996,245.2657,969.0137,262.4836,564.8151,737.8131999999999,265.7504,483.3431,162.7649,314.9487,673.3586,184.2415,80.2587,704.8573,36.0396,120.153,179.9319,483.2931,491.2367,1280.1924,112.6445,228.4726,866.4376,181.5072,360.5037,528.3,295.3956,-166.7832,228.9876,-194.3704,1046.6206,36.4483,124.5933,-846.5287,218.2763,-412.6503,2064.1069,-11.2064,462.1788,423.35799999999995,1010.1723,971.122,630.9266,2075.3133000000003,72.8612
